id,round_id,chara_id,big_flag
1,1,1001,0
2,1,1001,0
3,1,1002,0
4,1,1002,0
5,1,1003,0
6,1,1003,0
7,1,1004,0
8,1,1004,0
9,1,1005,0
10,1,1005,0
11,1,1006,0
12,1,1006,0
13,1,1007,0
14,1,1007,0
15,1,1008,0
16,1,1008,0
17,1,1009,0
18,1,1009,0
19,1,1010,0
20,1,1010,0
21,1,1011,0
22,1,1011,0
23,1,1012,0
24,1,1012,0
25,1,1013,0
26,1,1013,0
27,1,1014,0
28,1,1014,0
29,1,1015,0
30,1,1015,0
31,1,1016,0
32,1,1016,0
33,1,1017,0
34,1,1017,0
35,1,1018,0
36,1,1018,0
37,1,1019,0
38,1,1019,0
39,1,1020,0
40,1,1020,0
41,1,1021,0
42,1,1021,0
43,1,1022,0
44,1,1022,0
45,1,1023,0
46,1,1023,0
47,1,1024,0
48,1,1024,0
49,1,1025,0
50,1,1025,0
51,1,1026,0
52,1,1026,0
53,1,1027,0
54,1,1027,0
55,1,1028,0
56,1,1028,0
57,1,1029,0
58,1,1029,0
59,1,1030,0
60,1,1030,0
61,1,1031,0
62,1,1031,0
63,1,1032,0
64,1,1032,0
65,1,1033,0
66,1,1033,0
67,1,1034,0
68,1,1034,0
69,1,1035,0
70,1,1035,0
71,1,1036,0
72,1,1036,0
73,1,1037,0
74,1,1037,0
75,1,1038,0
76,1,1038,0
77,1,1039,0
78,1,1039,0
79,1,1040,0
80,1,1040,0
81,1,1041,0
82,1,1041,0
83,1,1042,0
84,1,1042,0
85,1,1043,0
86,1,1043,0
87,1,1044,0
88,1,1044,0
89,1,1045,0
90,1,1045,0
91,1,1046,0
92,1,1046,0
93,1,1047,0
94,1,1047,0
95,1,1048,0
96,1,1048,0
97,1,1049,0
98,1,1049,0
99,1,1050,0
100,1,1050,0
101,1,1051,0
102,1,1051,0
103,1,1052,0
104,1,1052,0
105,1,1053,0
106,1,1053,0
111,1,1056,0
112,1,1056,0
113,1,1057,0
114,1,1057,0
115,1,1058,0
116,1,1058,0
117,1,1059,0
118,1,1059,0
119,1,1060,0
120,1,1060,0
121,1,1061,0
122,1,1061,0
123,1,1062,0
124,1,1062,0
127,1,1064,0
128,1,1064,0
129,1,1065,0
130,1,1065,0
131,1,1066,0
132,1,1066,0
133,1,1067,0
134,1,1067,0
135,1,1068,0
136,1,1068,0
137,1,1069,0
138,1,1069,0
141,1,1071,0
142,1,1071,0
143,1,1072,0
144,1,1072,0
147,1,1074,0
148,1,1074,0
153,2,1001,0
154,2,1001,0
155,2,1001,0
156,2,1002,0
157,2,1002,0
158,2,1002,0
159,2,1003,0
160,2,1003,0
161,2,1003,0
162,2,1004,0
163,2,1004,0
164,2,1004,0
165,2,1005,0
166,2,1005,0
167,2,1005,0
168,2,1006,0
169,2,1006,0
170,2,1006,0
171,2,1007,0
172,2,1007,0
173,2,1007,0
174,2,1008,0
175,2,1008,0
176,2,1008,0
177,2,1009,0
178,2,1009,0
179,2,1009,0
180,2,1010,0
181,2,1010,0
182,2,1010,0
183,2,1011,0
184,2,1011,0
185,2,1011,0
186,2,1012,0
187,2,1012,0
188,2,1012,0
189,2,1013,0
190,2,1013,0
191,2,1013,0
192,2,1014,0
193,2,1014,0
194,2,1014,0
195,2,1015,0
196,2,1015,0
197,2,1015,0
198,2,1016,0
199,2,1016,0
200,2,1016,0
201,2,1017,0
202,2,1017,0
203,2,1017,0
204,2,1018,0
205,2,1018,0
206,2,1018,0
207,2,1019,0
208,2,1019,0
209,2,1019,0
210,2,1020,0
211,2,1020,0
212,2,1020,0
213,2,1021,0
214,2,1021,0
215,2,1021,0
216,2,1022,0
217,2,1022,0
218,2,1022,0
219,2,1023,0
220,2,1023,0
221,2,1023,0
222,2,1024,0
223,2,1024,0
224,2,1024,0
225,2,1025,0
226,2,1025,0
227,2,1025,0
228,2,1026,0
229,2,1026,0
230,2,1026,0
231,2,1027,0
232,2,1027,0
233,2,1027,0
234,2,1028,0
235,2,1028,0
236,2,1028,0
237,2,1029,0
238,2,1029,0
239,2,1029,0
240,2,1030,0
241,2,1030,0
242,2,1030,0
243,2,1031,0
244,2,1031,0
245,2,1031,0
246,2,1032,0
247,2,1032,0
248,2,1032,0
249,2,1033,0
250,2,1033,0
251,2,1033,0
252,2,1034,0
253,2,1034,0
254,2,1034,0
255,2,1035,0
256,2,1035,0
257,2,1035,0
258,2,1036,0
259,2,1036,0
260,2,1036,0
261,2,1037,0
262,2,1037,0
263,2,1037,0
264,2,1038,0
265,2,1038,0
266,2,1038,0
267,2,1039,0
268,2,1039,0
269,2,1039,0
270,2,1040,0
271,2,1040,0
272,2,1040,0
273,2,1041,0
274,2,1041,0
275,2,1041,0
276,2,1042,0
277,2,1042,0
278,2,1042,0
279,2,1043,0
280,2,1043,0
281,2,1043,0
282,2,1044,0
283,2,1044,0
284,2,1044,0
285,2,1045,0
286,2,1045,0
287,2,1045,0
288,2,1046,0
289,2,1046,0
290,2,1046,0
291,2,1047,0
292,2,1047,0
293,2,1047,0
294,2,1048,0
295,2,1048,0
296,2,1048,0
297,2,1049,0
298,2,1049,0
299,2,1049,0
300,2,1050,0
301,2,1050,0
302,2,1050,0
303,2,1051,0
304,2,1051,0
305,2,1051,0
306,2,1052,0
307,2,1052,0
308,2,1052,0
309,2,1053,0
310,2,1053,0
311,2,1053,0
318,2,1056,0
319,2,1056,0
320,2,1056,0
321,2,1057,0
322,2,1057,0
323,2,1057,0
324,2,1058,0
325,2,1058,0
326,2,1058,0
327,2,1059,0
328,2,1059,0
329,2,1059,0
330,2,1060,0
331,2,1060,0
332,2,1060,0
333,2,1061,0
334,2,1061,0
335,2,1061,0
336,2,1062,0
337,2,1062,0
338,2,1062,0
342,2,1064,0
343,2,1064,0
344,2,1064,0
345,2,1065,0
346,2,1065,0
347,2,1065,0
348,2,1066,0
349,2,1066,0
350,2,1066,0
351,2,1067,0
352,2,1067,0
353,2,1067,0
354,2,1068,0
355,2,1068,0
356,2,1068,0
357,2,1069,0
358,2,1069,0
359,2,1069,0
363,2,1071,0
364,2,1071,0
365,2,1071,0
366,2,1072,0
367,2,1072,0
368,2,1072,0
372,2,1074,0
373,2,1074,0
374,2,1074,0
381,3,1001,0
382,3,1001,0
383,3,1001,0
384,3,1002,0
385,3,1002,0
386,3,1002,0
387,3,1003,0
388,3,1003,0
389,3,1003,0
390,3,1004,0
391,3,1004,0
392,3,1004,0
393,3,1005,0
394,3,1005,0
395,3,1005,0
396,3,1006,0
397,3,1006,0
398,3,1006,0
399,3,1007,0
400,3,1007,0
401,3,1007,0
402,3,1008,0
403,3,1008,0
404,3,1008,0
405,3,1009,0
406,3,1009,0
407,3,1009,0
408,3,1010,0
409,3,1010,0
410,3,1010,0
411,3,1011,0
412,3,1011,0
413,3,1011,0
414,3,1012,0
415,3,1012,0
416,3,1012,0
417,3,1013,0
418,3,1013,0
419,3,1013,0
420,3,1014,0
421,3,1014,0
422,3,1014,0
423,3,1015,0
424,3,1015,0
425,3,1015,0
426,3,1016,0
427,3,1016,0
428,3,1016,0
429,3,1017,0
430,3,1017,0
431,3,1017,0
432,3,1018,0
433,3,1018,0
434,3,1018,0
435,3,1019,0
436,3,1019,0
437,3,1019,0
438,3,1020,0
439,3,1020,0
440,3,1020,0
441,3,1021,0
442,3,1021,0
443,3,1021,0
444,3,1022,0
445,3,1022,0
446,3,1022,0
447,3,1023,0
448,3,1023,0
449,3,1023,0
450,3,1024,0
451,3,1024,0
452,3,1024,0
453,3,1025,0
454,3,1025,0
455,3,1025,0
456,3,1026,0
457,3,1026,0
458,3,1026,0
459,3,1027,0
460,3,1027,0
461,3,1027,0
462,3,1028,0
463,3,1028,0
464,3,1028,0
465,3,1029,0
466,3,1029,0
467,3,1029,0
468,3,1030,0
469,3,1030,0
470,3,1030,0
471,3,1031,0
472,3,1031,0
473,3,1031,0
474,3,1032,0
475,3,1032,0
476,3,1032,0
477,3,1033,0
478,3,1033,0
479,3,1033,0
480,3,1034,0
481,3,1034,0
482,3,1034,0
483,3,1035,0
484,3,1035,0
485,3,1035,0
486,3,1036,0
487,3,1036,0
488,3,1036,0
489,3,1037,0
490,3,1037,0
491,3,1037,0
492,3,1038,0
493,3,1038,0
494,3,1038,0
495,3,1039,0
496,3,1039,0
497,3,1039,0
498,3,1040,0
499,3,1040,0
500,3,1040,0
501,3,1041,0
502,3,1041,0
503,3,1041,0
504,3,1042,0
505,3,1042,0
506,3,1042,0
507,3,1043,0
508,3,1043,0
509,3,1043,0
510,3,1044,0
511,3,1044,0
512,3,1044,0
513,3,1045,0
514,3,1045,0
515,3,1045,0
516,3,1046,0
517,3,1046,0
518,3,1046,0
519,3,1047,0
520,3,1047,0
521,3,1047,0
522,3,1048,0
523,3,1048,0
524,3,1048,0
525,3,1049,0
526,3,1049,0
527,3,1049,0
528,3,1050,0
529,3,1050,0
530,3,1050,0
531,3,1051,0
532,3,1051,0
533,3,1051,0
534,3,1052,0
535,3,1052,0
536,3,1052,0
537,3,1053,0
538,3,1053,0
539,3,1053,0
546,3,1056,0
547,3,1056,0
548,3,1056,0
549,3,1057,0
550,3,1057,0
551,3,1057,0
552,3,1058,0
553,3,1058,0
554,3,1058,0
555,3,1059,0
556,3,1059,0
557,3,1059,0
558,3,1060,0
559,3,1060,0
560,3,1060,0
561,3,1061,0
562,3,1061,0
563,3,1061,0
564,3,1062,0
565,3,1062,0
566,3,1062,0
570,3,1064,0
571,3,1064,0
572,3,1064,0
573,3,1065,0
574,3,1065,0
575,3,1065,0
576,3,1066,0
577,3,1066,0
578,3,1066,0
579,3,1067,0
580,3,1067,0
581,3,1067,0
582,3,1068,0
583,3,1068,0
584,3,1068,0
585,3,1069,0
586,3,1069,0
587,3,1069,0
591,3,1071,0
592,3,1071,0
593,3,1071,0
594,3,1072,0
595,3,1072,0
596,3,1072,0
600,3,1074,0
601,3,1074,0
602,3,1074,0
609,4,1001,0
610,4,1001,0
611,4,1002,0
612,4,1002,0
613,4,1003,0
614,4,1003,0
615,4,1004,0
616,4,1004,0
617,4,1005,0
618,4,1005,0
619,4,1006,0
620,4,1006,0
621,4,1007,0
622,4,1007,0
623,4,1008,0
624,4,1008,0
625,4,1009,0
626,4,1009,0
627,4,1010,0
628,4,1010,0
629,4,1011,0
630,4,1011,0
631,4,1012,0
632,4,1012,0
633,4,1013,0
634,4,1013,0
635,4,1014,0
636,4,1014,0
637,4,1015,0
638,4,1015,0
639,4,1016,0
640,4,1016,0
641,4,1017,0
642,4,1017,0
643,4,1018,0
644,4,1018,0
645,4,1019,0
646,4,1019,0
647,4,1020,0
648,4,1020,0
649,4,1021,0
650,4,1021,0
651,4,1022,0
652,4,1022,0
653,4,1023,0
654,4,1023,0
655,4,1024,0
656,4,1024,0
657,4,1025,0
658,4,1025,0
659,4,1026,0
660,4,1026,0
661,4,1027,0
662,4,1027,0
663,4,1028,0
664,4,1028,0
665,4,1029,0
666,4,1029,0
667,4,1030,0
668,4,1030,0
669,4,1031,0
670,4,1031,0
671,4,1032,0
672,4,1032,0
673,4,1033,0
674,4,1033,0
675,4,1034,0
676,4,1034,0
677,4,1035,0
678,4,1035,0
679,4,1036,0
680,4,1036,0
681,4,1037,0
682,4,1037,0
683,4,1038,0
684,4,1038,0
685,4,1039,0
686,4,1039,0
687,4,1040,0
688,4,1040,0
689,4,1041,0
690,4,1041,0
691,4,1042,0
692,4,1042,0
693,4,1043,0
694,4,1043,0
695,4,1044,0
696,4,1044,0
697,4,1045,0
698,4,1045,0
699,4,1046,0
700,4,1046,0
701,4,1047,0
702,4,1047,0
703,4,1048,0
704,4,1048,0
705,4,1049,0
706,4,1049,0
707,4,1050,0
708,4,1050,0
709,4,1051,0
710,4,1051,0
711,4,1052,0
712,4,1052,0
713,4,1053,0
714,4,1053,0
719,4,1056,0
720,4,1056,0
721,4,1057,0
722,4,1057,0
723,4,1058,0
724,4,1058,0
725,4,1059,0
726,4,1059,0
727,4,1060,0
728,4,1060,0
729,4,1061,0
730,4,1061,0
731,4,1062,0
732,4,1062,0
735,4,1064,0
736,4,1064,0
737,4,1065,0
738,4,1065,0
739,4,1066,0
740,4,1066,0
741,4,1067,0
742,4,1067,0
743,4,1068,0
744,4,1068,0
745,4,1069,0
746,4,1069,0
749,4,1071,0
750,4,1071,0
751,4,1072,0
752,4,1072,0
755,4,1074,0
756,4,1074,0
761,5,1001,0
762,5,1001,0
763,5,1002,0
764,5,1002,0
765,5,1003,0
766,5,1003,0
767,5,1004,0
768,5,1004,0
769,5,1005,0
770,5,1005,0
771,5,1006,0
772,5,1006,0
773,5,1007,0
774,5,1007,0
775,5,1008,0
776,5,1008,0
777,5,1009,0
778,5,1009,0
779,5,1010,0
780,5,1010,0
781,5,1011,0
782,5,1011,0
783,5,1012,0
784,5,1012,0
785,5,1013,0
786,5,1013,0
787,5,1014,0
788,5,1014,0
789,5,1015,0
790,5,1015,0
791,5,1016,0
792,5,1016,0
793,5,1017,0
794,5,1017,0
795,5,1018,0
796,5,1018,0
797,5,1019,0
798,5,1019,0
799,5,1020,0
800,5,1020,0
801,5,1021,0
802,5,1021,0
803,5,1022,0
804,5,1022,0
805,5,1023,0
806,5,1023,0
807,5,1024,0
808,5,1024,0
809,5,1025,0
810,5,1025,0
811,5,1026,0
812,5,1026,0
813,5,1027,0
814,5,1027,0
815,5,1028,0
816,5,1028,0
817,5,1029,0
818,5,1029,0
819,5,1030,0
820,5,1030,0
821,5,1031,0
822,5,1031,0
823,5,1032,0
824,5,1032,0
825,5,1033,0
826,5,1033,0
827,5,1034,0
828,5,1034,0
829,5,1035,0
830,5,1035,0
831,5,1036,0
832,5,1036,0
833,5,1037,0
834,5,1037,0
835,5,1038,0
836,5,1038,0
837,5,1039,0
838,5,1039,0
839,5,1040,0
840,5,1040,0
841,5,1041,0
842,5,1041,0
843,5,1042,0
844,5,1042,0
845,5,1043,0
846,5,1043,0
847,5,1044,0
848,5,1044,0
849,5,1045,0
850,5,1045,0
851,5,1046,0
852,5,1046,0
853,5,1047,0
854,5,1047,0
855,5,1048,0
856,5,1048,0
857,5,1049,0
858,5,1049,0
859,5,1050,0
860,5,1050,0
861,5,1051,0
862,5,1051,0
863,5,1052,0
864,5,1052,0
865,5,1053,0
866,5,1053,0
871,5,1056,0
872,5,1056,0
873,5,1057,0
874,5,1057,0
875,5,1058,0
876,5,1058,0
877,5,1059,0
878,5,1059,0
879,5,1060,0
880,5,1060,0
881,5,1061,0
882,5,1061,0
883,5,1062,0
884,5,1062,0
887,5,1064,0
888,5,1064,0
889,5,1065,0
890,5,1065,0
891,5,1066,0
892,5,1066,0
