id,round_id,win_percent_type,resource_id,race_track_id,ground,distance,weather,title,sub_title
1,1,1,0,0,0,0,0,0,0
2,1,1,0,0,0,0,0,1,1
3,1,1,0,0,0,0,0,2,2
4,1,1,0,0,0,0,0,3,3
5,1,1,0,0,0,0,0,4,4
6,1,1,0,0,0,0,0,5,5
7,1,1,0,0,0,0,0,6,6
8,1,1,3,0,0,0,0,7,7
9,1,1,4,0,0,0,0,7,9
10,1,1,5,0,0,0,0,7,11
11,1,1,6,0,0,0,0,7,13
12,1,1,7,0,0,0,0,7,15
13,1,1,8,0,0,0,0,7,17
14,1,1,9,0,0,0,0,7,19
15,1,1,10,0,0,0,0,7,21
16,1,1,11,0,0,0,0,7,23
17,1,1,12,0,0,0,0,7,25
18,1,1,1,0,0,0,0,7,27
19,1,1,2,0,0,0,0,7,29
20,1,1,0,0,0,0,0,8,6
21,1,1,0,0,0,0,0,9,31
22,1,1,0,0,0,0,0,10,32
23,1,1,0,0,0,0,0,11,33
24,1,1,0,0,0,0,0,12,34
25,1,1,0,0,0,0,0,13,35
26,1,1,0,0,0,0,0,14,35
27,1,1,3,0,0,0,0,15,7
28,1,1,4,0,0,0,0,15,9
29,1,1,5,0,0,0,0,15,11
30,1,1,6,0,0,0,0,15,13
31,1,1,7,0,0,0,0,15,15
32,1,1,8,0,0,0,0,15,17
33,1,1,9,0,0,0,0,15,19
34,1,1,10,0,0,0,0,15,21
35,1,1,11,0,0,0,0,15,23
36,1,1,12,0,0,0,0,15,25
37,1,1,1,0,0,0,0,15,27
38,1,1,2,0,0,0,0,15,29
39,1,1,0,0,0,0,0,16,36
40,1,1,0,0,0,0,0,17,37
41,1,1,0,0,0,0,0,18,38
42,1,1,0,0,0,0,0,19,39
43,1,2,0,0,0,0,0,7,100
44,1,2,0,0,0,0,0,101,101
45,1,2,0,0,0,0,0,102,102
46,1,2,0,0,0,0,0,103,103
47,1,2,0,0,0,0,0,104,104
48,1,2,0,0,0,0,0,105,104
49,1,2,0,0,0,0,0,106,105
50,1,2,0,0,0,0,0,107,106
51,1,2,0,10006,0,0,0,108,107
52,1,2,0,0,0,0,0,109,108
53,1,2,0,0,0,0,0,110,101
54,1,2,0,0,0,0,0,111,109
55,1,2,0,0,0,0,0,112,101
56,1,2,0,0,0,0,0,113,110
57,1,2,0,0,0,0,0,114,111
58,1,2,0,0,1,0,0,115,112
59,1,2,0,0,0,0,0,116,113
60,1,2,0,0,0,0,0,117,114
61,1,2,0,0,0,0,0,118,115
62,1,2,0,0,0,0,0,119,116
63,1,2,0,0,0,0,0,120,117
64,1,2,0,0,0,0,0,121,118
65,1,2,3,0,0,0,0,122,119
66,1,2,4,0,0,0,0,123,119
67,1,2,5,0,0,0,0,124,119
68,1,2,6,0,0,0,0,125,119
69,1,2,7,0,0,0,0,126,119
70,1,2,8,0,0,0,0,127,119
71,1,2,9,0,0,0,0,128,119
72,1,2,10,0,0,0,0,129,119
73,1,2,11,0,0,0,0,130,119
74,1,2,12,0,0,0,0,131,119
75,1,2,1,0,0,0,0,132,119
76,1,2,2,0,0,0,0,133,119
77,1,2,0,0,0,0,0,134,121
78,1,2,0,0,0,0,0,135,122
79,1,2,0,0,0,0,0,136,123
80,1,2,0,0,0,0,0,137,124
81,2,1,0,0,0,0,0,0,0
82,2,1,0,0,0,0,0,1,1
83,2,1,0,0,0,0,0,2,2
84,2,1,0,0,0,0,0,3,3
85,2,1,0,0,0,0,0,4,4
86,2,1,0,0,0,0,0,5,5
87,2,1,0,0,0,0,0,6,6
88,2,1,3,0,0,0,0,7,8
89,2,1,4,0,0,0,0,7,10
90,2,1,5,0,0,0,0,7,12
91,2,1,6,0,0,0,0,7,14
92,2,1,7,0,0,0,0,7,16
93,2,1,8,0,0,0,0,7,18
94,2,1,9,0,0,0,0,7,20
95,2,1,10,0,0,0,0,7,22
96,2,1,11,0,0,0,0,7,24
97,2,1,12,0,0,0,0,7,26
98,2,1,1,0,0,0,0,7,28
99,2,1,2,0,0,0,0,7,30
100,2,1,0,0,0,0,0,8,6
101,2,1,0,0,0,0,0,9,31
102,2,1,0,0,0,0,0,10,32
103,2,1,0,0,0,0,0,11,33
104,2,1,0,0,0,0,0,12,34
105,2,1,0,0,0,0,0,13,35
106,2,1,0,0,0,0,0,14,35
107,2,1,3,0,0,0,0,15,8
108,2,1,4,0,0,0,0,15,10
109,2,1,5,0,0,0,0,15,12
110,2,1,6,0,0,0,0,15,14
111,2,1,7,0,0,0,0,15,16
112,2,1,8,0,0,0,0,15,18
113,2,1,9,0,0,0,0,15,20
114,2,1,10,0,0,0,0,15,22
115,2,1,11,0,0,0,0,15,24
116,2,1,12,0,0,0,0,15,26
117,2,1,1,0,0,0,0,15,28
118,2,1,2,0,0,0,0,15,30
119,2,1,0,0,0,0,0,16,36
120,2,1,0,0,0,0,0,17,37
121,2,1,0,0,0,0,0,18,38
122,2,1,0,0,0,0,0,19,39
123,2,2,0,0,0,0,0,7,100
124,2,2,0,0,0,0,0,101,101
125,2,2,0,0,0,0,0,102,102
126,2,2,0,0,0,0,0,103,103
127,2,2,0,0,0,0,0,104,104
128,2,2,0,0,0,0,0,105,104
