id,pos_id,home_event_type,num,story_id,chara_id_1,chara_id_2,chara_id_3,condition_type,gallery_chara_id,disp_order,available_gallery_key,start_date
1,410,0,1,1001001,1001,0,0,0,1001,1,1,1614135600
2,510,0,1,1001002,1001,0,0,1,1001,2,1,1614135600
3,310,0,1,1001003,1001,0,0,1,1001,3,1,1614135600
4,310,0,1,1002001,1002,0,0,0,1002,1,1,1614135600
5,210,0,1,1002002,1002,0,0,1,1002,2,1,1614135600
6,110,0,1,1002003,1002,0,0,1,1002,3,1,1614135600
7,310,0,1,1003001,1003,0,0,1,1003,1,1,1614135600
8,410,0,1,1003002,1003,0,0,1,1003,2,1,1614135600
9,510,0,1,1003003,1003,0,0,0,1003,3,1,1614135600
10,310,0,1,1004001,1004,0,0,1,1004,1,1,1614135600
11,210,0,1,1004002,1004,0,0,1,1004,2,1,1614135600
12,110,0,1,1004003,1004,0,0,0,1004,3,1,1614135600
13,110,0,1,1006001,1006,0,0,0,1006,1,1,1614135600
14,310,0,1,1006002,1006,0,0,1,1006,2,1,1614135600
15,210,0,1,1006003,1006,0,0,1,1006,3,1,1614135600
16,510,0,1,1007001,1007,0,0,1,1007,1,1,1614135600
17,310,0,1,1007002,1007,0,0,1,1007,2,1,1614135600
18,410,0,1,1007003,1007,0,0,0,1007,3,1,1614135600
19,310,0,1,1008001,1008,0,0,0,1008,1,1,1614135600
20,110,0,1,1008002,1008,0,0,1,1008,2,1,1614135600
21,210,0,1,1008003,1008,0,0,1,1008,3,1,1614135600
22,310,0,1,1009001,1009,0,0,0,1009,1,1,1614135600
23,510,0,1,1009002,1009,0,0,1,1009,2,1,1614135600
24,410,0,1,1009003,1009,0,0,1,1009,3,1,1614135600
25,110,0,1,1010001,1010,0,0,0,1010,1,1,1614135600
26,310,0,1,1010002,1010,0,0,1,1010,2,1,1614135600
27,210,0,1,1010003,1010,0,0,1,1010,3,1,1614135600
28,310,0,1,1011001,1011,0,0,1,1011,1,1,1614135600
29,410,0,1,1011002,1011,0,0,1,1011,2,1,1614135600
30,510,0,1,1011003,1011,0,0,0,1011,3,1,1614135600
31,310,0,1,1013001,1013,0,0,0,1013,1,1,1614135600
32,510,0,1,1013002,1013,0,0,1,1013,2,1,1614135600
33,410,0,1,1013003,1013,0,0,1,1013,3,1,1614135600
34,310,0,1,1014001,1014,0,0,0,1014,1,1,1614135600
35,210,0,1,1014002,1014,0,0,1,1014,2,1,1614135600
36,110,0,1,1014003,1014,0,0,1,1014,3,1,1614135600
37,310,0,1,1017001,1017,0,0,0,1017,1,1,1614135600
38,110,0,1,1017002,1017,0,0,1,1017,2,1,1614135600
39,210,0,1,1017003,1017,0,0,1,1017,3,1,1614135600
40,310,0,1,1018001,1018,0,0,1,1018,1,1,1614135600
41,510,0,1,1018002,1018,0,0,0,1018,2,1,1614135600
42,410,0,1,1018003,1018,0,0,1,1018,3,1,1614135600
43,310,0,1,1024001,1024,0,0,1,1024,1,1,1614135600
44,410,0,1,1024002,1024,0,0,0,1024,2,1,1614135600
45,510,0,1,1024003,1024,0,0,1,1024,3,1,1614135600
46,310,0,1,1027001,1027,0,0,0,1027,1,1,1614135600
47,210,0,1,1027002,1027,0,0,1,1027,2,1,1614135600
48,110,0,1,1027003,1027,0,0,1,1027,3,1,1614135600
49,310,0,1,1030001,1030,0,0,0,1030,1,1,1614135600
50,510,0,1,1030002,1030,0,0,1,1030,2,1,1614135600
51,410,0,1,1030003,1030,0,0,1,1030,3,1,1614135600
52,210,0,1,1032001,1032,0,0,0,1032,1,1,1614135600
53,110,0,1,1032002,1032,0,0,1,1032,2,1,1614135600
54,310,0,1,1032003,1032,0,0,1,1032,3,1,1614135600
55,310,0,1,1035001,1035,0,0,0,1035,1,1,1614135600
56,410,0,1,1035002,1035,0,0,1,1035,2,1,1614135600
57,510,0,1,1035003,1035,0,0,1,1035,3,1,1614135600
58,310,0,1,1041001,1041,0,0,0,1041,1,1,1614135600
59,510,0,1,1041002,1041,0,0,1,1041,2,1,1614135600
60,410,0,1,1041003,1041,0,0,1,1041,3,1,1614135600
61,310,0,1,1045001,1045,0,0,1,1045,1,1,1614135600
62,210,0,1,1045002,1045,0,0,1,1045,2,1,1614135600
63,110,0,1,1045003,1045,0,0,0,1045,3,1,1614135600
64,210,0,1,1052001,1052,0,0,0,1052,1,1,1614135600
65,410,0,1,1052002,1052,0,0,1,1052,2,1,1614135600
66,510,0,1,1052003,1052,0,0,1,1052,3,1,1614135600
67,310,0,1,1056001,1056,0,0,0,1056,1,1,1614135600
68,110,0,1,1056002,1056,0,0,1,1056,2,1,1614135600
69,210,0,1,1056003,1056,0,0,1,1056,3,1,1614135600
70,510,0,1,1060001,1060,0,0,0,1060,1,1,1614135600
71,410,0,1,1060002,1060,0,0,1,1060,2,1,1614135600
72,310,0,1,1060003,1060,0,0,1,1060,3,1,1614135600
73,210,0,1,1061001,1061,0,0,1,1061,1,1,1614135600
74,310,0,1,1061002,1061,0,0,0,1061,2,1,1614135600
75,110,0,1,1061003,1061,0,0,0,1061,3,1,1614135600
76,120,0,2,1001001,1001,1002,0,2,1001,4,1,1614135600
77,520,0,2,1001002,1003,1001,0,3,1001,5,1,1614135600
78,520,0,2,1002001,1010,1002,0,3,1002,4,1,1614135600
79,220,0,2,1002002,1002,1018,0,2,1002,5,1,1614135600
80,220,0,2,1003001,1003,1017,0,2,1003,4,1,1614135600
81,420,0,2,1003002,1003,1013,0,2,1003,5,1,1614135600
82,420,0,2,1004001,1004,1017,0,2,1004,4,1,1614135600
83,120,0,2,1004002,1011,1004,0,3,1004,5,1,1614135600
84,520,0,2,1006001,1053,1006,0,3,1006,4,1,1614135600
85,220,0,2,1006002,1006,1021,0,2,1006,5,1,1614135600
86,220,0,2,1007001,1007,1013,0,2,1007,4,1,1614135600
87,420,0,2,1007002,1007,1048,0,2,1007,5,1,1614135600
88,420,0,2,1008001,1008,1009,0,2,1008,4,1,1614135600
89,120,0,2,1008002,1008,1015,0,2,1008,5,1,1614135600
90,120,0,2,1009001,1008,1009,0,3,1009,4,1,1614135600
91,520,0,2,1009002,1009,1032,0,2,1009,5,1,1614135600
92,520,0,2,1010001,1010,1018,0,2,1010,4,1,1614135600
93,420,0,2,1010002,1010,1042,0,2,1010,5,1,1614135600
94,220,0,2,1011001,1014,1011,0,3,1011,4,1,1614135600
95,420,0,2,1011002,1011,1010,0,2,1011,5,1,1614135600
96,120,0,2,1013001,1013,1030,0,2,1013,4,1,1614135600
97,520,0,2,1013002,1013,1027,0,2,1013,5,1,1614135600
98,520,0,2,1014001,1011,1014,0,3,1014,4,1,1614135600
99,120,0,2,1014002,1042,1014,0,3,1014,5,1,1614135600
100,420,0,2,1017001,1017,1004,0,2,1017,4,1,1614135600
101,120,0,2,1017002,1003,1017,0,3,1017,5,1,1614135600
102,120,0,2,1018001,1009,1018,0,3,1018,4,1,1614135600
103,520,0,2,1018002,1022,1018,0,3,1018,5,1,1614135600
104,220,0,2,1024001,1024,1055,0,2,1024,4,1,1614135600
105,420,0,2,1024002,1024,1038,0,2,1024,5,1,1614135600
106,420,0,2,1027001,1031,1027,0,3,1027,4,1,1614135600
107,120,0,2,1027002,1059,1027,0,3,1027,5,1,1614135600
108,120,0,2,1030001,1030,1026,0,2,1030,4,1,1614135600
109,520,0,2,1030002,1030,1052,0,2,1030,5,1,1614135600
110,520,0,2,1032001,1032,1025,0,2,1032,4,1,1614135600
111,220,0,2,1032002,1036,1032,0,3,1032,5,1,1614135600
112,220,0,2,1035001,1035,1029,0,2,1035,4,1,1614135600
113,420,0,2,1035002,1048,1035,0,3,1035,5,1,1614135600
114,120,0,2,1041001,1041,1053,0,2,1041,4,1,1614135600
115,520,0,2,1041002,1041,1054,0,2,1041,5,1,1614135600
116,520,0,2,1045001,1045,1034,0,2,1045,4,1,1614135600
117,220,0,2,1045002,1045,1021,0,2,1045,5,1,1614135600
118,220,0,2,1052001,1052,1019,0,2,1052,4,1,1614135600
119,420,0,2,1052002,1015,1052,0,3,1052,5,1,1614135600
120,420,0,2,1056001,1056,1010,0,2,1056,4,1,1614135600
121,120,0,2,1056002,1056,1002,0,2,1056,5,1,1614135600
122,120,0,2,1060001,1024,1060,0,3,1060,4,1,1614135600
123,520,0,2,1060002,1003,1060,0,3,1060,5,1,1614135600
124,520,0,2,1061001,1061,1020,0,2,1061,4,1,1614135600
125,220,0,2,1061002,1039,1061,0,3,1061,5,1,1614135600
126,430,0,3,1,1001,1014,1011,1,1001,6,1,1614135600
128,430,0,3,4,1013,1027,1059,1,1013,6,1,1614135600
129,130,0,3,5,1018,1017,1016,1,1017,6,1,1614135600
130,530,0,3,6,1035,1050,1023,1,1035,6,1,1614135600
132,530,0,3,9,1056,1030,1058,1,1056,6,1,1614135600
134,510,0,1,1015001,1015,0,0,1,1015,1,1,1614135600
135,410,0,1,1015002,1015,0,0,0,1015,2,1,1614135600
136,210,0,1,1015003,1015,0,0,1,1015,3,1,1614135600
137,120,0,2,1015001,1015,1058,0,2,1015,4,1,1614135600
139,110,0,1,1026001,1026,0,0,0,1026,1,1,1614135600
140,210,0,1,1026002,1026,0,0,1,1026,2,1,1614135600
141,310,0,1,1026003,1026,0,0,1,1026,3,1,1614135600
142,520,0,2,1026001,1051,1026,0,3,1026,4,1,1614135600
143,220,0,2,1026002,1041,1026,0,3,1026,5,1,1614135600
144,310,0,1,1023001,1023,0,0,1,1023,1,1,1614135600
145,410,0,1,1023002,1023,0,0,0,1023,2,1,1614135600
146,510,0,1,1023003,1023,0,0,1,1023,3,1,1614135600
147,220,0,2,1023001,1023,1016,0,2,1023,4,1,1614135600
148,420,0,2,1023002,1023,1047,0,2,1023,5,1,1614135600
149,310,0,1,1038001,1038,0,0,1,1038,1,1,1614135600
150,110,0,1,1038002,1038,0,0,0,1038,2,1,1614135600
151,210,0,1,1038003,1038,0,0,1,1038,3,1,1614135600
153,120,0,2,1038002,1046,1038,0,3,1038,4,1,1614135600
154,310,0,1,1050001,1050,0,0,0,1050,1,1,1614135600
155,510,0,1,1050002,1050,0,0,1,1050,2,1,1614135600
156,410,0,1,1050003,1050,0,0,1,1050,3,1,1614135600
157,120,0,2,1050001,1035,1050,0,3,1050,4,1,1614135600
158,520,0,2,1050002,1045,1050,0,3,1050,5,1,1614135600
159,310,0,1,1046001,1046,0,0,1,1046,1,1,1614135600
160,410,0,1,1046002,1046,0,0,1,1046,2,1,1614135600
161,510,0,1,1046003,1046,0,0,0,1046,3,1,1614135600
162,220,0,2,1046001,1046,1037,0,2,1046,4,1,1614135600
163,420,0,2,1046002,1046,1019,0,2,1046,5,1,1614135600
164,530,0,3,12,1046,1026,1002,1,1046,6,1,1614135600
165,310,0,1,1016001,1016,0,0,1,1016,1,1,1614135600
166,110,0,1,1016002,1016,0,0,1,1016,2,1,1614135600
167,210,0,1,1016003,1016,0,0,0,1016,3,1,1614135600
168,420,0,2,1016001,1016,1023,0,2,1016,4,1,1614135600
169,120,0,2,1016002,1016,1012,0,2,1016,5,1,1614135600
170,310,0,1,1020001,1020,0,0,1,1020,1,1,1614135600
171,210,0,1,1020002,1020,0,0,0,1020,2,1,1614135600
172,110,0,1,1020003,1020,0,0,1,1020,3,1,1614135600
173,520,0,2,1020001,1020,1061,0,2,1020,4,1,1614135600
174,220,0,2,1020002,1020,1051,0,2,1020,5,1,1614135600
175,310,0,1,1012001,1012,0,0,1,1012,1,1,1614135600
176,110,0,1,1012002,1012,0,0,0,1012,2,1,1614135600
177,210,0,1,1012003,1012,0,0,1,1012,3,1,1614135600
178,420,0,2,1012001,1012,1016,0,2,1012,4,1,1614135600
179,120,0,2,1012002,1012,1054,0,2,1012,5,1,1614135600
180,310,0,1,1005001,1005,0,0,0,1005,1,1,1614135600
181,510,0,1,1005002,1005,0,0,1,1005,2,1,1614135600
182,410,0,1,1005003,1005,0,0,1,1005,3,1,1614135600
183,120,0,2,1005001,1005,1012,0,2,1005,4,1,1614135600
184,520,0,2,1005002,1005,1032,0,2,1005,5,1,1614135600
185,130,0,3,2,1012,1016,1005,1,1012,6,1,1614135600
186,410,0,1,1040001,1040,0,0,0,1040,1,1,1614135600
187,110,0,1,1040002,1040,0,0,1,1040,2,1,1614135600
188,210,0,1,1040003,1040,0,0,1,1040,3,1,1614135600
189,420,0,2,1040001,1040,1029,0,2,1040,4,1,1614135600
190,120,0,2,1040002,1048,1040,0,3,1040,5,1,1614135600
191,310,0,1,1058001,1058,0,0,0,1058,1,1,1614135600
192,410,0,1,1058002,1058,0,0,1,1058,2,1,1614135600
193,510,0,1,1058003,1058,0,0,1,1058,3,1,1614135600
194,220,0,2,1058001,1058,1015,0,2,1058,4,1,1614135600
195,420,0,2,1058002,1058,1052,0,2,1058,5,1,1614135600
196,310,0,1,1037001,1037,0,0,1,1037,1,1,1614135600
197,110,0,1,1037002,1037,0,0,1,1037,2,1,1614135600
198,210,0,1,1037003,1037,0,0,0,1037,3,1,1614135600
199,420,0,2,1037001,1046,1037,0,3,1037,4,1,1614135600
200,420,0,2,1037002,1028,1037,0,3,1037,5,1,1614135600
201,530,0,3,14,1037,1038,1046,1,1037,6,1,1614135600
202,310,0,1,1028001,1028,0,0,1,1028,1,1,1614135600
203,210,0,1,1028002,1028,0,0,1,1028,2,1,1614135600
204,110,0,1,1028003,1028,0,0,0,1028,3,1,1614135600
205,520,0,2,1028001,1054,1028,0,3,1028,4,1,1614135600
206,220,0,2,1028002,1028,1005,0,2,1028,5,1,1614135600
207,310,0,1,1019001,1019,0,0,0,1019,1,1,1614135600
208,410,0,1,1019002,1019,0,0,1,1019,2,1,1614135600
209,510,0,1,1019003,1019,0,0,1,1019,3,1,1614135600
210,220,0,2,1019001,1001,1019,0,3,1019,4,1,1614135600
211,420,0,2,1019002,1019,1047,0,2,1019,5,1,1614135600
212,130,0,3,15,1058,1015,1019,3,1015,5,1,1614135600
213,310,0,1,1039001,1039,0,0,1,1039,1,1,1614135600
214,410,0,1,1039002,1039,0,0,0,1039,2,1,1614135600
215,510,0,1,1039003,1039,0,0,1,1039,3,1,1614135600
216,120,0,2,1039001,1039,1061,0,2,1039,4,1,1614135600
217,520,0,2,1039002,1039,1028,0,2,1039,5,1,1614135600
218,310,0,1,1025001,1025,0,0,1,1025,1,1,1614135600
219,510,0,1,1025002,1025,0,0,0,1025,2,1,1614135600
