id,story_event_id,chara_id,rarity,support_card_id,limit_0,limit_1,limit_2,limit_3,limit_4,start_date,end_date
1,1001,1001,3,30025,15,18,21,25,30,1614654000,1615777199
2,1001,1006,3,30024,25,27,30,35,40,1614654000,1615777199
3,1001,1001,3,30001,5,7,9,12,15,1614654000,1615777199
4,1001,1002,3,30002,5,7,9,12,15,1614654000,1615777199
5,1001,1003,3,30003,5,7,9,12,15,1614654000,1615777199
6,1001,1044,2,0,10,13,16,20,25,1614654000,1615777199
7,1001,1044,1,0,3,5,7,10,12,1614654000,1615777199
8,1001,1001,1,10001,2,3,5,7,10,1614654000,1615777199
9,1001,1002,1,10002,2,3,5,7,10,1614654000,1615777199
10,1001,1003,1,10003,2,3,5,7,10,1614654000,1615777199
11,1001,1066,3,0,25,27,30,35,40,1615258800,1615777199
12,1001,1065,2,0,10,13,16,20,25,1615258800,1615777199
13,1001,1066,1,0,3,5,7,10,12,1615258800,1615777199
14,1001,1065,1,0,3,5,7,10,12,1615258800,1615777199
15,1002,1068,3,0,30,32,35,40,45,1617073200,1618455599
16,1002,1067,3,0,30,32,35,40,45,1617073200,1618455599
17,1002,1066,3,0,10,13,16,20,25,1617073200,1618455599
18,1002,1064,3,0,10,13,16,20,25,1617073200,1618455599
19,1002,1062,3,30030,20,23,26,30,35,1617073200,1618455599
20,1002,1003,3,30003,10,13,16,20,25,1617073200,1618455599
21,1002,1013,3,30022,5,7,9,12,15,1617073200,1618455599
22,1002,1065,2,0,5,7,9,12,15,1617073200,1618455599
23,1002,1063,2,0,5,7,9,12,15,1617073200,1618455599
24,1002,1060,2,20019,5,7,9,12,15,1617073200,1618455599
25,1002,1060,2,20026,13,16,19,23,28,1617073200,1618455599
26,1002,1068,1,0,5,7,9,12,15,1617073200,1618455599
27,1002,1067,1,0,5,7,9,12,15,1617073200,1618455599
28,1002,1066,1,0,3,5,7,10,12,1617073200,1618455599
29,1002,1064,1,0,3,5,7,10,12,1617073200,1618455599
30,1002,1062,1,0,5,7,9,12,15,1617073200,1618455599
31,1002,1003,1,0,3,5,7,10,12,1617073200,1618455599
32,1002,1013,1,0,3,5,7,10,12,1617073200,1618455599
33,1002,1065,1,0,3,5,7,10,12,1617073200,1618455599
34,1002,1063,1,0,3,5,7,10,12,1617073200,1618455599
35,1002,1060,1,0,3,5,7,10,12,1617073200,1618455599
36,1003,1039,3,30039,30,32,35,40,45,1622170800,1623293999
37,1003,1028,3,30040,30,32,35,40,45,1622170800,1623293999
38,1003,1059,2,20018,7,9,12,15,18,1622170800,1623293999
39,1003,1024,2,20007,7,9,12,15,18,1622170800,1623293999
40,1003,1018,2,20004,7,9,12,15,18,1622170800,1623293999
41,1003,1039,1,10063,5,7,9,12,15,1622170800,1623293999
42,1003,1028,1,10064,5,7,9,12,15,1622170800,1623293999
43,1003,1059,1,10046,3,5,7,10,12,1622170800,1623293999
44,1003,1024,1,10030,3,5,7,10,12,1622170800,1623293999
45,1003,1018,1,10025,3,5,7,10,12,1622170800,1623293999
46,1003,1059,3,30041,20,23,26,30,35,1622170800,1623293999
47,1004,1020,3,30055,30,32,35,40,45,1624935600,1626058799
48,1004,1061,3,30056,30,32,35,40,45,1624935600,1626058799
49,1004,1014,3,30007,10,13,16,20,25,1624935600,1626058799
50,1004,1011,3,30006,10,13,16,20,25,1624935600,1626058799
51,1004,1007,3,30004,10,13,16,20,25,1624935600,1626058799
52,1004,1020,3,30008,10,13,16,20,25,1624935600,1626058799
53,1004,1061,2,20020,5,7,9,12,15,1624935600,1626058799
54,1004,1014,1,10011,3,5,7,10,12,1624935600,1626058799
55,1004,1011,1,10009,3,5,7,10,12,1624935600,1626058799
56,1004,1007,1,10006,3,5,7,10,12,1624935600,1626058799
57,1004,1020,1,10014,3,5,7,10,12,1624935600,1626058799
58,1004,1061,1,10048,3,5,7,10,12,1624935600,1626058799
59,1004,1007,3,30057,20,23,26,30,35,1624935600,1626058799
60,1005,1044,3,30045,30,32,35,40,45,1627527600,1628650799
61,1005,1035,3,30046,30,32,35,40,45,1627527600,1628650799
62,1005,1001,3,0,10,13,16,20,25,1627527600,1628650799
63,1005,1035,3,30012,10,13,16,20,25,1627527600,1628650799
64,1005,1035,3,30033,10,13,16,20,25,1627527600,1628650799
65,1005,1009,2,20002,5,7,9,12,15,1627527600,1628650799
66,1005,1044,2,20023,5,7,9,12,15,1627527600,1628650799
67,1005,1044,1,10050,3,5,7,10,12,1627527600,1628650799
68,1005,1035,1,10016,3,5,7,10,12,1627527600,1628650799
69,1005,1009,1,10023,3,5,7,10,12,1627527600,1628650799
70,1005,1001,1,10001,3,5,7,10,12,1627527600,1628650799
71,1005,1004,1,10004,3,5,7,10,12,1627527600,1628650799
72,1005,1009,3,30047,20,23,26,30,35,1627527600,1628650799
73,1006,1021,3,30064,30,32,35,40,45,1632884400,1633921199
74,1006,1047,3,30065,30,32,35,40,45,1632884400,1633921199
75,1006,1021,3,30009,10,13,16,20,25,1632884400,1633921199
76,1006,1045,3,30016,10,13,16,20,25,1632884400,1633921199
77,1006,1030,3,30023,10,13,16,20,25,1632884400,1633921199
78,1006,1030,3,30034,10,13,16,20,25,1632884400,1633921199
79,1006,1026,3,30059,10,13,16,20,25,1632884400,1633921199
80,1006,1026,2,20009,5,7,9,12,15,1632884400,1633921199
81,1006,1047,2,20028,5,7,9,12,15,1632884400,1633921199
82,1006,1030,1,10015,3,5,7,10,12,1632884400,1633921199
83,1006,1045,1,10019,3,5,7,10,12,1632884400,1633921199
84,1006,1021,1,10027,3,5,7,10,12,1632884400,1633921199
85,1006,1026,1,10032,3,5,7,10,12,1632884400,1633921199
86,1006,1047,1,10059,3,5,7,10,12,1632884400,1633921199
87,1006,1026,3,30066,20,23,26,30,35,1632884400,1633921199
88,1007,1038,3,30068,30,32,35,40,45,1635390000,1636340399
89,1007,1016,3,30069,30,32,35,40,45,1635390000,1636340399
90,1007,1016,3,30044,10,13,16,20,25,1635390000,1636340399
91,1007,1040,3,30014,10,13,16,20,25,1635390000,1636340399
92,1007,1029,3,30031,10,13,16,20,25,1635390000,1636340399
93,1007,1029,2,20011,5,7,9,12,15,1635390000,1636340399
94,1007,1016,1,10072,3,5,7,10,12,1635390000,1636340399
95,1007,1017,1,10013,3,5,7,10,12,1635390000,1636340399
96,1007,1040,1,10017,3,5,7,10,12,1635390000,1636340399
97,1007,1029,1,10034,3,5,7,10,12,1635390000,1636340399
98,1007,1038,1,10073,5,7,9,12,15,1635390000,1636340399
99,1007,1029,3,30070,20,23,26,30,35,1635390000,1636340399
100,1008,1024,3,30072,30,32,35,40,45,1638154800,1639450799
101,1008,1050,3,30073,30,32,35,40,45,1638154800,1639450799
102,1008,1006,3,30024,10,13,16,20,25,1638154800,1639450799
103,1008,1023,3,30061,10,13,16,20,25,1638154800,1639450799
104,1008,1023,2,20006,5,7,9,12,15,1638154800,1639450799
105,1008,1024,2,20007,5,7,9,12,15,1638154800,1639450799
106,1008,1050,2,20014,5,7,9,12,15,1638154800,1639450799
107,1008,1055,2,20015,5,7,9,12,15,1638154800,1639450799
108,1008,1006,1,10005,3,5,7,10,12,1638154800,1639450799
109,1008,1023,1,10029,3,5,7,10,12,1638154800,1639450799
110,1008,1024,1,10030,3,5,7,10,12,1638154800,1639450799
111,1008,1050,1,10040,3,5,7,10,12,1638154800,1639450799
112,1008,1055,1,10043,3,5,7,10,12,1638154800,1639450799
113,1008,1055,3,30074,20,23,26,30,35,1638154800,1639450799
114,1009,1033,3,30077,30,32,35,40,45,1640919600,1641869999
115,1009,1056,3,30078,30,32,35,40,45,1640919600,1641869999
116,1009,1052,3,0,10,13,16,20,25,1640919600,1641869999
117,1009,1056,2,0,7,9,12,15,18,1640919600,1641869999
118,1009,1058,2,0,7,9,12,15,18,1640919600,1641869999
119,1009,1052,1,0,3,5,7,10,12,1640919600,1641869999
120,1009,1015,1,0,3,5,7,10,12,1640919600,1641869999
121,1009,1056,1,0,3,5,7,10,12,1640919600,1641869999
122,1009,1058,1,0,3,5,7,10,12,1640919600,1641869999
123,1009,1033,1,10075,5,7,9,12,15,1640919600,1641869999
124,1009,1058,3,30079,20,23,26,30,35,1640919600,1641869999
125,1010,1051,3,30082,30,32,35,40,45,1643338800,1644289199
126,1010,1041,3,30083,30,32,35,40,45,1643338800,1644289199
127,1010,1041,3,30015,10,13,16,20,25,1643338800,1644289199
128,1010,1051,3,30018,10,13,16,20,25,1643338800,1644289199
129,1010,1026,3,30059,10,13,16,20,25,1643338800,1644289199
130,1010,1026,3,30066,10,13,16,20,25,1643338800,1644289199
131,1010,1026,2,20009,7,9,12,15,18,1643338800,1644289199
132,1010,1037,2,20013,7,9,12,15,18,1643338800,1644289199
133,1010,1051,2,20027,7,9,12,15,18,1643338800,1644289199
134,1010,1048,2,20035,7,9,12,15,18,1643338800,1644289199
135,1010,1041,1,10018,3,5,7,10,12,1643338800,1644289199
136,1010,1026,1,10032,3,5,7,10,12,1643338800,1644289199
137,1010,1037,1,10038,3,5,7,10,12,1643338800,1644289199
138,1010,1051,1,10041,3,5,7,10,12,1643338800,1644289199
139,1010,1048,1,10070,3,5,7,10,12,1643338800,1644289199
140,1010,1048,3,30084,20,23,26,30,35,1643338800,1644289199
141,1011,1077,3,30086,30,32,35,40,45,1645671600,1646621999
142,1011,1027,2,20040,17,20,23,27,32,1645671600,1646621999
143,1011,1033,2,20041,17,20,23,27,32,1645671600,1646621999
144,1011,1041,2,20042,17,20,23,27,32,1645671600,1646621999
145,1011,1001,3,0,10,13,16,20,25,1645671600,1646621999
146,1011,1007,3,0,10,13,16,20,25,1645671600,1646621999
147,1011,1041,3,0,10,13,16,20,25,1645671600,1646621999
148,1011,1027,3,0,10,13,16,20,25,1645671600,1646621999
149,1011,1062,3,0,10,13,16,20,25,1645671600,1646621999
150,1011,1067,3,0,10,13,16,20,25,1645671600,1646621999
151,1011,1068,3,0,10,13,16,20,25,1645671600,1646621999
152,1011,1033,3,0,10,13,16,20,25,1645671600,1646621999
153,1011,1058,3,0,10,13,16,20,25,1645671600,1646621999
154,1011,1027,2,20010,5,7,9,12,15,1645671600,1646621999
155,1011,1058,2,0,5,7,9,12,15,1645671600,1646621999
156,1011,1001,1,0,3,5,7,10,12,1645671600,1646621999
157,1011,1007,1,0,3,5,7,10,12,1645671600,1646621999
158,1011,1041,1,0,3,5,7,10,12,1645671600,1646621999
159,1011,1027,1,0,3,5,7,10,12,1645671600,1646621999
160,1011,1062,1,0,3,5,7,10,12,1645671600,1646621999
161,1011,1067,1,0,3,5,7,10,12,1645671600,1646621999
162,1011,1068,1,0,3,5,7,10,12,1645671600,1646621999
